Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,month,day_of_week,is_weekend,predicted_units_sold,sales_status
2022-12-07,S003,P0013,Toys,North,129,26,83,39.88,84.18,5,Snowy,1,82.9,Summer,12,2,0,65.49735296571339,🟢 Healthy
2022-12-07,S003,P0014,Clothing,South,128,117,66,135.86,69.06,0,Snowy,1,69.71,Winter,12,2,0,61.63432795097835,🟢 Healthy
2022-12-07,S003,P0015,Electronics,East,72,44,193,55.04,83.47,20,Sunny,0,80.92,Summer,12,2,0,35.1348478750064,🟢 Healthy
2022-12-07,S003,P0016,Furniture,North,413,406,48,398.16,17.34,20,Cloudy,1,19.63,Autumn,12,2,0,216.71791254518075,🟢 Healthy
2022-12-07,S003,P0017,Electronics,South,350,327,73,336.68,96.91,5,Sunny,1,95.24,Winter,12,2,0,187.18596092160445,🟢 Healthy
2022-12-07,S003,P0018,Clothing,North,120,20,50,26.85,91.07,5,Snowy,0,87.05,Winter,12,2,0,60.099965189829014,🟢 Healthy
2022-12-07,S003,P0019,Toys,West,369,6,68,24.17,35.24,20,Snowy,1,30.71,Winter,12,2,0,172.53151212195473,🟢 Healthy
2022-12-07,S003,P0020,Electronics,West,66,41,150,41.5,63.45,0,Sunny,1,66.47,Spring,12,2,0,33.99282196831909,🟢 Healthy
2022-12-07,S004,P0001,Electronics,South,362,326,169,320.08,25.7,15,Cloudy,1,24.25,Autumn,12,2,0,186.66276425983378,🟢 Healthy
2022-12-07,S004,P0002,Toys,East,81,57,155,62.54,81.75,0,Sunny,0,85.38,Autumn,12,2,0,39.76430231245056,🟢 Healthy
2022-12-07,S004,P0003,Furniture,East,225,207,118,201.18,49.87,10,Cloudy,1,50.18,Autumn,12,2,0,112.72596632785844,🟢 Healthy
2022-12-07,S004,P0004,Furniture,South,248,24,138,39.14,83.42,10,Cloudy,0,86.24,Winter,12,2,0,125.99416561015735,🟢 Healthy
2022-12-07,S004,P0005,Furniture,North,96,15,144,17.43,98.29,20,Sunny,1,94.2,Autumn,12,2,0,48.590612126789374,🟢 Healthy
2022-12-07,S004,P0006,Toys,West,434,138,187,150.92,52.88,5,Rainy,1,50.27,Summer,12,2,0,194.3182977427149,🟢 Healthy
2022-12-07,S004,P0007,Toys,West,65,58,190,48.54,21.08,20,Sunny,1,25.09,Autumn,12,2,0,35.659821883474386,🟢 Healthy
2022-12-07,S004,P0008,Toys,East,410,11,154,25.45,33.03,5,Snowy,0,37.15,Spring,12,2,0,189.1240592785247,🟢 Healthy
2022-12-07,S004,P0009,Furniture,North,305,80,153,96.29,10.41,5,Rainy,0,8.02,Winter,12,2,0,147.14782374661004,🟢 Healthy
2022-12-07,S004,P0010,Furniture,North,357,19,120,17.71,60.93,0,Cloudy,0,62.84,Winter,12,2,0,182.7598283311515,🟢 Healthy
2022-12-07,S004,P0011,Groceries,South,225,143,50,142.61,53.32,20,Cloudy,1,55.68,Summer,12,2,0,113.20015693479655,🟢 Healthy
2022-12-07,S004,P0012,Toys,West,354,54,193,53.12,51.94,20,Rainy,0,48.23,Summer,12,2,0,163.44442432787724,🟢 Healthy
2022-12-07,S004,P0013,Electronics,West,331,38,133,33.36,35.17,15,Rainy,0,37.76,Spring,12,2,0,164.00051549669897,🟢 Healthy
2022-12-07,S004,P0014,Toys,North,458,404,195,406.27,12.26,15,Cloudy,0,13.68,Winter,12,2,0,293.358693662393,🟢 Healthy
2022-12-07,S004,P0015,Furniture,North,302,299,185,301.53,63.48,20,Rainy,1,64.67,Autumn,12,2,0,163.0575261722275,🟢 Healthy
2022-12-07,S004,P0016,Toys,West,166,147,197,150.2,26.03,0,Cloudy,0,26.37,Summer,12,2,0,84.04367090325263,🟢 Healthy
2022-12-07,S004,P0017,Groceries,East,487,93,40,105.91,68.95,0,Rainy,1,64.23,Summer,12,2,0,223.19566853270214,🟢 Healthy
2022-12-07,S004,P0018,Toys,North,186,128,41,122.49,76.45,10,Cloudy,0,75.7,Winter,12,2,0,96.96307651307872,🟢 Healthy
2022-12-07,S004,P0019,Toys,East,413,12,111,24.87,40.08,15,Rainy,1,41.69,Winter,12,2,0,188.93166392791,🟢 Healthy
2022-12-07,S004,P0020,Groceries,West,171,0,149,5.08,96.99,10,Rainy,1,95.6,Spring,12,2,0,85.33698991919063,🟢 Healthy
2022-12-07,S005,P0001,Clothing,East,243,229,74,229.8,80.13,20,Cloudy,1,84.04,Winter,12,2,0,125.99290448180543,🟢 Healthy
2022-12-07,S005,P0002,Toys,North,436,277,116,280.43,44.81,5,Snowy,1,43.15,Winter,12,2,0,207.71851525862644,🟢 Healthy
2022-12-07,S005,P0003,Clothing,South,163,155,96,147.45,79.61,10,Sunny,0,83.03,Summer,12,2,0,81.45079910375456,🟢 Healthy
2022-12-07,S005,P0004,Toys,South,417,331,95,341.42,23.57,20,Sunny,1,20.03,Summer,12,2,0,210.68006806406234,🟢 Healthy
2022-12-07,S005,P0005,Furniture,South,192,74,68,83.49,46.46,10,Sunny,0,41.76,Autumn,12,2,0,99.07453127423815,🟢 Healthy
2022-12-07,S005,P0006,Furniture,West,232,14,84,19.99,42.59,5,Rainy,1,43.2,Spring,12,2,0,113.76835220949918,🟢 Healthy
2022-12-07,S005,P0007,Furniture,South,455,41,184,59.26,62.56,5,Sunny,0,66.63,Winter,12,2,0,205.38225189358127,🟢 Healthy
2022-12-07,S005,P0008,Groceries,South,62,59,35,58.88,56.27,10,Sunny,0,60.96,Winter,12,2,0,33.45100017674905,🟢 Healthy
2022-12-07,S005,P0009,Clothing,South,109,55,55,61.68,58.14,5,Rainy,1,58.57,Summer,12,2,0,53.838729906558655,🟢 Healthy
2022-12-07,S005,P0010,Toys,North,121,113,147,120.05,56.14,0,Sunny,0,51.88,Spring,12,2,0,63.512372916520334,🟢 Healthy
2022-12-07,S005,P0011,Furniture,West,253,225,76,240.22,75.81,10,Sunny,1,80.03,Winter,12,2,0,137.08297194436318,🟢 Healthy
2022-12-07,S005,P0012,Toys,South,438,205,61,196.54,58.85,0,Sunny,1,57.75,Summer,12,2,0,219.9142862626345,🟢 Healthy
2022-12-07,S005,P0013,Clothing,East,466,436,156,448.31,44.36,20,Rainy,1,41.82,Summer,12,2,0,233.91413875977295,🟢 Healthy
2022-12-07,S005,P0014,Clothing,East,83,8,193,18.29,65.97,15,Sunny,0,64.5,Spring,12,2,0,44.30468629736686,🟢 Healthy
2022-12-07,S005,P0015,Toys,East,174,47,63,47.12,81.02,20,Snowy,1,76.85,Winter,12,2,0,86.13693601359124,🟢 Healthy
2022-12-07,S005,P0016,Groceries,West,259,153,121,157.02,45.06,20,Sunny,1,42.8,Summer,12,2,0,130.98628052179052,🟢 Healthy
2022-12-07,S005,P0017,Toys,East,431,324,91,338.16,25.56,0,Sunny,1,21.93,Winter,12,2,0,219.16924760767424,🟢 Healthy
2022-12-07,S005,P0018,Toys,North,119,93,172,89.81,53.1,20,Snowy,0,56.22,Summer,12,2,0,60.11576904132742,🟢 Healthy
2022-12-07,S005,P0019,Toys,West,213,87,101,101.29,67.47,0,Snowy,1,71.04,Autumn,12,2,0,101.92602317618079,🟢 Healthy
2022-12-07,S005,P0020,Groceries,East,219,114,143,114.44,42.97,10,Cloudy,1,41.01,Autumn,12,2,0,106.28868258910191,🟢 Healthy
2022-12-08,S001,P0001,Toys,South,348,281,60,291.88,53.04,20,Rainy,1,54.87,Winter,12,3,0,178.30613313280358,🟢 Healthy
2022-12-08,S001,P0002,Toys,South,203,56,149,70.45,17.45,15,Snowy,0,19.05,Winter,12,3,0,96.05777851796724,🟢 Healthy
2022-12-08,S001,P0003,Groceries,East,495,102,80,101.78,85.79,0,Sunny,0,90.75,Summer,12,3,0,237.2346211894174,🟢 Healthy
2022-12-08,S001,P0004,Furniture,North,215,153,166,158.6,81.11,20,Rainy,1,82.89,Summer,12,3,0,105.3510691536862,🟢 Healthy
2022-12-08,S001,P0005,Clothing,East,217,65,181,70.47,78.15,5,Cloudy,0,78.17,Spring,12,3,0,105.49815724729655,🟢 Healthy
2022-12-08,S001,P0006,Electronics,North,167,84,22,84.3,49.66,20,Rainy,1,49.19,Winter,12,3,0,84.12039496827875,🟢 Healthy
2022-12-08,S001,P0007,Furniture,North,490,13,196,32.37,34.28,15,Cloudy,1,37.35,Winter,12,3,0,261.08284651362993,🟢 Healthy
2022-12-08,S001,P0008,Furniture,East,139,124,108,120.52,44.55,20,Rainy,1,45.65,Spring,12,3,0,71.97447902166896,🟢 Healthy
2022-12-08,S001,P0009,Electronics,West,167,34,159,44.58,28.63,10,Sunny,0,30.3,Autumn,12,3,0,84.46462014974327,🟢 Healthy
2022-12-08,S001,P0010,Clothing,South,56,25,26,25.53,40.49,15,Rainy,0,37.08,Winter,12,3,0,29.064921562384537,🟢 Healthy
2022-12-08,S001,P0011,Electronics,West,371,213,74,225.74,94.6,0,Rainy,0,98.43,Autumn,12,3,0,183.3756449682302,🟢 Healthy
2022-12-08,S001,P0012,Groceries,North,244,176,65,174.25,33.95,15,Snowy,0,34.94,Winter,12,3,0,120.50528669911793,🟢 Healthy
2022-12-08,S001,P0013,Furniture,South,86,66,137,78.27,20.02,5,Snowy,0,22.92,Summer,12,3,0,44.25351794895099,🟢 Healthy
2022-12-08,S001,P0014,Toys,South,402,175,180,185.8,33.32,5,Sunny,0,28.49,Spring,12,3,0,176.88717487030345,🟢 Healthy
2022-12-08,S001,P0015,Toys,East,387,2,36,4.09,36.29,10,Sunny,0,40.18,Winter,12,3,0,168.33402689053048,🟢 Healthy
2022-12-08,S001,P0016,Furniture,North,63,24,154,27.12,42.58,0,Rainy,0,45.22,Summer,12,3,0,31.754786434225473,🟢 Healthy
2022-12-08,S001,P0017,Electronics,East,82,58,123,58.9,63.87,15,Rainy,0,63.91,Autumn,12,3,0,39.37738544818452,🟢 Healthy
2022-12-08,S001,P0018,Clothing,East,112,56,154,64.36,59.04,0,Sunny,1,63.77,Spring,12,3,0,56.13537407518215,🟢 Healthy
2022-12-08,S001,P0019,Electronics,West,80,30,70,40.33,84.27,0,Rainy,0,84.44,Summer,12,3,0,37.69636742788921,🟢 Healthy
2022-12-08,S001,P0020,Clothing,East,455,262,187,258.91,49.44,0,Snowy,0,45.21,Winter,12,3,0,227.1645405916335,🟢 Healthy
2022-12-08,S002,P0001,Groceries,North,220,153,62,159.91,63.01,0,Sunny,1,63.75,Autumn,12,3,0,107.50898199098415,🟢 Healthy
2022-12-08,S002,P0002,Groceries,South,447,7,55,18.9,23.49,20,Sunny,0,24.2,Spring,12,3,0,199.83981247572788,🟢 Healthy
2022-12-08,S002,P0003,Electronics,East,75,23,195,32.6,71.12,5,Cloudy,1,67.99,Summer,12,3,0,37.4441119677487,🟢 Healthy
2022-12-08,S002,P0004,Groceries,North,440,402,22,398.38,63.66,0,Rainy,1,67.51,Summer,12,3,0,221.76444371745868,🟢 Healthy
2022-12-08,S002,P0005,Clothing,South,378,96,56,115.98,73.24,15,Cloudy,1,69.84,Spring,12,3,0,190.96381021848873,🟢 Healthy
2022-12-08,S002,P0006,Toys,North,430,23,55,32.28,90.91,20,Cloudy,0,89.79,Spring,12,3,0,185.60924446029935,🟢 Healthy
2022-12-08,S002,P0007,Toys,West,125,119,105,112.62,18.5,0,Sunny,1,17.62,Autumn,12,3,0,61.70590531646135,🟢 Healthy
2022-12-08,S002,P0008,Electronics,South,345,96,109,98.03,22.44,10,Rainy,1,24.3,Spring,12,3,0,170.8574469919221,🟢 Healthy
2022-12-08,S002,P0009,Toys,East,224,76,90,69.2,95.52,0,Sunny,0,96.43,Summer,12,3,0,112.47736546655486,🟢 Healthy
2022-12-08,S002,P0010,Electronics,East,383,248,46,250.66,34.0,15,Cloudy,1,35.81,Winter,12,3,0,187.57087765664,🟢 Healthy
2022-12-08,S002,P0011,Groceries,North,251,92,49,106.56,93.9,10,Cloudy,0,96.7,Spring,12,3,0,127.98487364240415,🟢 Healthy
2022-12-08,S002,P0012,Clothing,North,114,48,87,40.61,94.32,10,Snowy,0,97.21,Spring,12,3,0,57.51076425247493,🟢 Healthy
2022-12-08,S002,P0013,Clothing,East,265,90,195,109.34,53.98,20,Sunny,1,49.96,Autumn,12,3,0,127.5352908681889,🟢 Healthy
2022-12-08,S002,P0014,Clothing,South,242,164,79,181.28,88.42,5,Cloudy,0,86.18,Spring,12,3,0,119.19624327096163,🟢 Healthy
2022-12-08,S002,P0015,Toys,East,234,85,37,79.2,95.11,20,Rainy,0,91.12,Spring,12,3,0,117.6879156240218,🟢 Healthy
2022-12-08,S002,P0016,Clothing,North,378,7,104,25.28,97.99,10,Sunny,1,98.57,Spring,12,3,0,183.31369069691348,🟢 Healthy
2022-12-08,S002,P0017,Groceries,East,51,7,83,26.4,86.68,0,Sunny,0,81.92,Autumn,12,3,0,29.073306688754805,🟢 Healthy
2022-12-08,S002,P0018,Clothing,East,424,383,58,390.81,41.66,20,Sunny,1,44.51,Autumn,12,3,0,214.80196645092133,🟢 Healthy
2022-12-08,S002,P0019,Clothing,East,93,12,179,25.66,27.95,0,Rainy,1,26.23,Winter,12,3,0,49.866710516823495,🟢 Healthy
2022-12-08,S002,P0020,Furniture,East,145,142,101,148.96,91.67,15,Sunny,1,91.41,Spring,12,3,0,73.18363795878136,🟢 Healthy
2022-12-08,S003,P0001,Groceries,East,275,110,168,112.06,34.82,10,Sunny,0,38.75,Winter,12,3,0,142.66199288534412,🟢 Healthy
2022-12-08,S003,P0002,Groceries,North,300,130,195,141.3,94.93,20,Snowy,1,94.28,Autumn,12,3,0,146.31179262641044,🟢 Healthy
2022-12-08,S003,P0003,Clothing,South,365,240,89,249.66,14.51,20,Sunny,1,12.1,Summer,12,3,0,174.20729742908614,🟢 Healthy
2022-12-08,S003,P0004,Clothing,South,339,214,157,227.69,74.79,5,Rainy,1,75.8,Winter,12,3,0,171.03219363002427,🟢 Healthy
2022-12-08,S003,P0005,Groceries,North,486,133,82,148.58,40.74,0,Snowy,1,37.81,Summer,12,3,0,235.25635506585743,🟢 Healthy
2022-12-08,S003,P0006,Toys,East,255,125,35,133.98,64.15,20,Rainy,0,63.87,Autumn,12,3,0,132.2627047048436,🟢 Healthy
2022-12-08,S003,P0007,Clothing,East,440,163,44,157.04,10.46,0,Snowy,1,10.17,Autumn,12,3,0,177.97789364910417,🟢 Healthy
2022-12-08,S003,P0008,Furniture,North,348,210,111,222.02,14.59,0,Rainy,0,12.47,Summer,12,3,0,180.6554088405995,🟢 Healthy
2022-12-08,S003,P0009,Clothing,South,387,251,73,268.01,86.62,0,Cloudy,0,87.84,Winter,12,3,0,196.5767553959668,🟢 Healthy
2022-12-08,S003,P0010,Electronics,North,94,21,55,15.4,38.48,20,Sunny,0,38.72,Winter,12,3,0,51.81327023000026,🟢 Healthy
2022-12-08,S003,P0011,Clothing,West,236,161,164,156.47,11.58,5,Rainy,0,16.17,Autumn,12,3,0,121.50585282223977,🟢 Healthy
2022-12-08,S003,P0012,Furniture,North,290,210,170,224.51,94.38,10,Cloudy,1,92.03,Spring,12,3,0,142.3978027443316,🟢 Healthy
2022-12-08,S003,P0013,Clothing,North,410,16,118,17.01,94.22,0,Sunny,1,96.73,Autumn,12,3,0,189.32604308550697,🟢 Healthy
2022-12-08,S003,P0014,Groceries,West,291,28,133,24.92,43.06,15,Cloudy,0,39.46,Winter,12,3,0,147.04562777326265,🟢 Healthy
2022-12-08,S003,P0015,Groceries,West,288,124,59,114.52,95.75,15,Snowy,1,98.76,Autumn,12,3,0,149.1984322065304,🟢 Healthy
2022-12-08,S003,P0016,Toys,North,176,84,69,98.84,21.02,15,Snowy,0,17.42,Autumn,12,3,0,86.32131332294566,🟢 Healthy
2022-12-08,S003,P0017,Electronics,South,214,192,75,185.73,31.18,0,Snowy,1,32.16,Autumn,12,3,0,101.74267245818459,🟢 Healthy
2022-12-08,S003,P0018,Toys,East,177,28,65,36.68,89.45,15,Sunny,1,86.1,Winter,12,3,0,87.0760760231192,🟢 Healthy
2022-12-08,S003,P0019,Furniture,South,435,296,81,297.08,26.32,20,Cloudy,1,30.83,Autumn,12,3,0,224.8978529517534,🟢 Healthy
2022-12-08,S003,P0020,Electronics,East,367,290,131,294.93,51.84,15,Rainy,1,51.77,Summer,12,3,0,181.29415524505606,🟢 Healthy
2022-12-08,S004,P0001,Furniture,South,292,142,26,138.35,79.01,15,Sunny,1,76.79,Spring,12,3,0,155.79409454167697,🟢 Healthy
2022-12-08,S004,P0002,Furniture,North,319,151,198,164.68,88.59,5,Cloudy,1,84.01,Spring,12,3,0,153.500261284109,🟢 Healthy
2022-12-08,S004,P0003,Furniture,South,230,44,71,61.88,86.62,20,Snowy,0,88.56,Summer,12,3,0,109.72312254365782,🟢 Healthy
2022-12-08,S004,P0004,Groceries,East,431,191,66,193.74,28.04,20,Snowy,0,24.43,Summer,12,3,0,198.93156979229258,🟢 Healthy
2022-12-08,S004,P0005,Groceries,North,77,21,144,31.64,18.35,20,Sunny,0,17.72,Summer,12,3,0,40.76561519082916,🟢 Healthy
2022-12-08,S004,P0006,Electronics,South,302,268,98,282.38,10.14,0,Rainy,1,10.97,Winter,12,3,0,155.20563338805002,🟢 Healthy
2022-12-08,S004,P0007,Electronics,South,284,24,139,35.77,21.62,10,Rainy,0,19.02,Spring,12,3,0,138.05056926147907,🟢 Healthy
2022-12-08,S004,P0008,Furniture,West,102,72,173,68.59,67.27,5,Rainy,1,67.64,Autumn,12,3,0,50.75192261559832,🟢 Healthy
2022-12-08,S004,P0009,Furniture,North,67,16,68,20.09,82.42,5,Cloudy,0,80.07,Summer,12,3,0,35.063208487232366,🟢 Healthy
2022-12-08,S004,P0010,Groceries,West,88,78,138,90.21,94.82,20,Sunny,0,96.68,Autumn,12,3,0,45.76555200380117,🟢 Healthy
2022-12-08,S004,P0011,Toys,West,405,42,24,54.41,51.19,10,Snowy,0,46.23,Spring,12,3,0,158.87281731377885,🟢 Healthy
2022-12-08,S004,P0012,Clothing,West,207,179,43,172.67,39.36,10,Sunny,0,34.63,Autumn,12,3,0,104.57501341306332,🟢 Healthy
2022-12-08,S004,P0013,Clothing,East,203,180,144,191.15,57.1,0,Rainy,0,61.75,Summer,12,3,0,100.47335415914229,🟢 Healthy
2022-12-08,S004,P0014,Groceries,South,132,23,83,18.71,14.03,5,Cloudy,1,9.82,Spring,12,3,0,66.90286039161502,🟢 Healthy
2022-12-08,S004,P0015,Furniture,North,320,33,198,26.09,35.86,15,Snowy,1,39.39,Spring,12,3,0,154.9491752943619,🟢 Healthy
2022-12-08,S004,P0016,Furniture,East,463,241,87,234.33,62.58,15,Sunny,0,60.04,Spring,12,3,0,252.17235095623366,🟢 Healthy
2022-12-08,S004,P0017,Furniture,West,294,72,41,64.94,41.59,20,Snowy,1,43.26,Autumn,12,3,0,149.71581447799747,🟢 Healthy
2022-12-08,S004,P0018,Furniture,East,144,116,42,107.09,26.69,0,Cloudy,0,28.04,Autumn,12,3,0,73.57817270622297,🟢 Healthy
2022-12-08,S004,P0019,Clothing,South,257,184,49,183.61,59.88,0,Cloudy,0,60.6,Autumn,12,3,0,132.35785506172957,🟢 Healthy
2022-12-08,S004,P0020,Groceries,East,157,106,119,98.21,61.3,0,Rainy,0,65.44,Spring,12,3,0,81.86820194405658,🟢 Healthy
2022-12-08,S005,P0001,Furniture,West,354,312,53,316.66,30.32,5,Sunny,1,34.22,Winter,12,3,0,180.648081376787,🟢 Healthy
2022-12-08,S005,P0002,Furniture,North,463,372,167,365.1,18.0,5,Snowy,0,18.03,Spring,12,3,0,218.02803908616005,🟢 Healthy
2022-12-08,S005,P0003,Toys,West,331,99,36,115.43,89.77,20,Rainy,0,93.11,Autumn,12,3,0,168.30770846128286,🟢 Healthy
2022-12-08,S005,P0004,Groceries,West,126,18,196,9.73,99.24,5,Rainy,0,100.35,Winter,12,3,0,60.11143945643837,🟢 Healthy
2022-12-08,S005,P0005,Electronics,West,125,72,175,87.45,42.93,0,Cloudy,1,38.92,Spring,12,3,0,63.20877016679222,🟢 Healthy
2022-12-08,S005,P0006,Furniture,North,92,78,175,82.42,87.06,15,Snowy,0,88.76,Spring,12,3,0,46.17858827435501,🟢 Healthy
2022-12-08,S005,P0007,Toys,West,210,196,175,190.37,97.72,5,Cloudy,0,94.13,Winter,12,3,0,103.87657222531143,🟢 Healthy
2022-12-08,S005,P0008,Electronics,East,369,305,80,310.11,20.38,15,Rainy,0,22.31,Autumn,12,3,0,182.17366044327125,🟢 Healthy
2022-12-08,S005,P0009,Electronics,West,451,231,152,239.01,22.91,15,Sunny,0,22.85,Autumn,12,3,0,208.66950651505323,🟢 Healthy
2022-12-08,S005,P0010,Toys,West,215,207,128,201.11,52.32,10,Cloudy,1,56.83,Winter,12,3,0,106.71583879280304,🟢 Healthy
2022-12-08,S005,P0011,Groceries,East,366,242,191,247.59,38.69,10,Rainy,1,40.78,Autumn,12,3,0,169.9994040025495,🟢 Healthy
2022-12-08,S005,P0012,Toys,West,193,93,72,94.81,67.45,10,Snowy,1,70.15,Autumn,12,3,0,95.52045882046721,🟢 Healthy
2022-12-08,S005,P0013,Toys,East,245,115,150,118.45,95.46,0,Sunny,0,99.9,Summer,12,3,0,122.9184679950003,🟢 Healthy
2022-12-08,S005,P0014,Electronics,East,90,84,91,80.75,29.44,5,Sunny,1,27.1,Winter,12,3,0,44.2564666527983,🟢 Healthy
2022-12-08,S005,P0015,Groceries,East,132,73,138,65.15,37.51,10,Sunny,0,36.39,Summer,12,3,0,66.33662819036266,🟢 Healthy
2022-12-08,S005,P0016,Groceries,West,284,251,151,246.67,82.75,15,Rainy,1,83.49,Spring,12,3,0,151.5003223491557,🟢 Healthy
2022-12-08,S005,P0017,Furniture,South,227,214,181,222.4,32.5,0,Snowy,1,33.15,Winter,12,3,0,112.45054934639546,🟢 Healthy
2022-12-08,S005,P0018,Clothing,West,67,62,41,63.94,46.7,0,Snowy,1,49.43,Summer,12,3,0,34.626605121093,🟢 Healthy
2022-12-08,S005,P0019,Furniture,North,375,246,121,236.84,78.05,0,Rainy,1,78.78,Summer,12,3,0,193.4130928002899,🟢 Healthy
2022-12-08,S005,P0020,Furniture,South,368,22,102,23.18,58.09,20,Rainy,1,60.5,Summer,12,3,0,177.91830449432607,🟢 Healthy
2022-12-09,S001,P0001,Toys,South,311,311,137,309.01,36.96,0,Cloudy,0,40.26,Spring,12,4,0,163.34680957674894,🟢 Healthy
2022-12-09,S001,P0002,Toys,South,428,48,101,65.39,83.27,15,Sunny,0,81.44,Winter,12,4,0,192.04897226067263,🟢 Healthy
2022-12-09,S001,P0003,Toys,South,204,24,24,25.12,34.28,15,Sunny,0,31.29,Autumn,12,4,0,100.90504202586935,🟢 Healthy
2022-12-09,S001,P0004,Groceries,South,226,174,138,180.83,91.39,0,Rainy,1,88.35,Spring,12,4,0,114.10813361055297,🟢 Healthy
2022-12-09,S001,P0005,Clothing,North,184,175,162,167.6,76.31,5,Cloudy,0,75.16,Winter,12,4,0,90.87457672422472,🟢 Healthy
2022-12-09,S001,P0006,Electronics,North,150,9,168,12.69,36.8,10,Rainy,1,32.24,Winter,12,4,0,74.59608555688834,🟢 Healthy
2022-12-09,S001,P0007,Electronics,South,210,101,176,104.01,17.82,10,Sunny,0,21.18,Summer,12,4,0,101.28251948520524,🟢 Healthy
2022-12-09,S001,P0008,Groceries,South,232,169,148,179.28,71.07,15,Snowy,1,67.33,Winter,12,4,0,112.35421944909505,🟢 Healthy
2022-12-09,S001,P0009,Furniture,West,303,147,69,140.49,22.85,20,Sunny,0,23.36,Summer,12,4,0,147.91269713711802,🟢 Healthy
2022-12-09,S001,P0010,Toys,East,177,61,157,56.79,40.9,5,Cloudy,1,42.58,Summer,12,4,0,88.28745763801206,🟢 Healthy
2022-12-09,S001,P0011,Furniture,North,371,305,64,310.39,64.75,20,Rainy,0,63.27,Spring,12,4,0,200.41742362018894,🟢 Healthy
2022-12-09,S001,P0012,Electronics,West,146,140,164,148.59,15.9,20,Sunny,1,16.24,Summer,12,4,0,72.65288582186533,🟢 Healthy
2022-12-09,S001,P0013,Furniture,North,155,120,100,124.53,35.96,0,Snowy,1,34.41,Summer,12,4,0,77.40690322100173,🟢 Healthy
2022-12-09,S001,P0014,Clothing,East,105,5,90,16.34,33.36,0,Cloudy,0,31.73,Winter,12,4,0,51.83965818576512,🟢 Healthy
2022-12-09,S001,P0015,Electronics,East,311,278,178,291.22,79.24,5,Snowy,1,76.03,Summer,12,4,0,154.07336605730683,🟢 Healthy
2022-12-09,S001,P0016,Furniture,North,353,333,56,335.15,49.8,10,Rainy,1,53.67,Summer,12,4,0,191.32652094381507,🟢 Healthy
2022-12-09,S001,P0017,Electronics,North,497,226,153,227.58,10.76,10,Sunny,0,8.37,Autumn,12,4,0,286.4608098701395,🟢 Healthy
2022-12-09,S001,P0018,Furniture,West,277,58,185,55.58,70.22,0,Rainy,1,72.21,Summer,12,4,0,138.09439371051607,🟢 Healthy
2022-12-09,S001,P0019,Electronics,North,433,154,124,149.74,16.46,10,Cloudy,0,20.95,Summer,12,4,0,202.4883718505727,🟢 Healthy
2022-12-09,S001,P0020,Furniture,West,326,269,121,277.49,70.45,0,Snowy,1,66.58,Autumn,12,4,0,168.12108832826306,🟢 Healthy
2022-12-09,S002,P0001,Toys,West,495,258,130,277.79,37.32,20,Cloudy,0,41.5,Spring,12,4,0,254.5043106903795,🟢 Healthy
2022-12-09,S002,P0002,Electronics,West,220,187,88,181.77,15.84,10,Sunny,1,16.44,Summer,12,4,0,105.03249624816411,🟢 Healthy
2022-12-09,S002,P0003,Clothing,East,315,211,129,219.31,12.51,20,Rainy,0,14.04,Winter,12,4,0,155.24952918331397,🟢 Healthy
2022-12-09,S002,P0004,Clothing,North,423,18,30,16.23,83.06,5,Sunny,1,81.9,Autumn,12,4,0,212.31240602655538,🟢 Healthy
2022-12-09,S002,P0005,Toys,South,81,24,135,30.22,29.67,20,Snowy,0,30.04,Autumn,12,4,0,40.09738767228671,🟢 Healthy
2022-12-09,S002,P0006,Furniture,West,475,159,152,152.29,80.59,5,Cloudy,0,77.6,Summer,12,4,0,216.72769817152894,🟢 Healthy
2022-12-09,S002,P0007,Electronics,West,324,56,170,70.45,79.05,15,Rainy,0,83.7,Spring,12,4,0,166.84940091443053,🟢 Healthy
2022-12-09,S002,P0008,Electronics,South,258,49,187,44.55,27.12,20,Rainy,1,23.51,Spring,12,4,0,128.00637836006103,🟢 Healthy
2022-12-09,S002,P0009,Electronics,North,341,7,121,16.85,24.93,20,Rainy,1,22.15,Autumn,12,4,0,174.11512323723224,🟢 Healthy
2022-12-09,S002,P0010,Groceries,North,64,22,129,24.01,62.68,5,Rainy,0,62.12,Winter,12,4,0,31.81913325081225,🟢 Healthy
2022-12-09,S002,P0011,Electronics,South,149,72,86,69.36,76.52,20,Snowy,1,76.23,Winter,12,4,0,76.37712352866494,🟢 Healthy
2022-12-09,S002,P0012,Groceries,West,352,203,37,221.43,75.05,10,Snowy,0,76.5,Summer,12,4,0,167.16725356218328,🟢 Healthy
2022-12-09,S002,P0013,Furniture,East,90,76,23,83.17,77.67,5,Cloudy,0,80.81,Spring,12,4,0,44.943465661062106,🟢 Healthy
2022-12-09,S002,P0014,Clothing,East,323,309,148,317.82,81.72,15,Cloudy,0,80.21,Winter,12,4,0,170.59869988393095,🟢 Healthy
2022-12-09,S002,P0015,Furniture,South,475,414,32,408.23,69.63,0,Cloudy,1,64.98,Autumn,12,4,0,249.16581742653057,🟢 Healthy
2022-12-09,S002,P0016,Clothing,North,90,85,22,93.97,58.31,5,Rainy,0,62.42,Winter,12,4,0,45.70012904657938,🟢 Healthy
